rank,lemma,reading,score,model_score,correction_delta,band,current,delta,core_rank,candidate_state,correction_types,display_form,admission_override,topic_stretch_allowed,correction_status,correction_rationale,manual_correction_active,manual_review,manual_note,review_flags,exact_commonness,jlpt_exact_known,jlpt_raw_exact_known,jlpt_normalized_only_known,lesson_known,kana_preferred,rare_wago_obscure_written,kanji_surface,same_surface_risk,hard_form,soft_form,reading_inheritance,tail_guard,suspicion_full
59513,勘考,かんこう,0.860343,0.860343,0.0,0.85-0.90,0.860343,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003877,0.99483,0.34819
59514,勝ち残り,かちのこり,0.860349,0.860349,0.0,0.85-0.90,0.860349,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59515,勝報,しょうほう,0.860355,0.860355,0.0,0.85-0.90,0.860355,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003877,0.99483,0.34819
59516,勝楽,しょうらく,0.860361,0.860361,0.0,0.85-0.90,0.860361,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59517,勤め口,つとめぐち,0.860367,0.860367,0.0,0.85-0.90,0.860367,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59518,北オセチア,きたおせちあ,0.860373,0.860373,0.0,0.85-0.90,0.860373,0.0,,deprioritized_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59519,医方,いほう,0.860379,0.860379,0.0,0.85-0.90,0.860379,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59520,千慮,せんりょ,0.860385,0.860385,0.0,0.85-0.90,0.860385,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003877,0.99483,0.34819
59521,半ドン,はんどん,0.860391,0.860391,0.0,0.85-0.90,0.860391,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.00517,0.99483,0.35
59522,半可,はんか,0.860397,0.860397,0.0,0.85-0.90,0.860397,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.002585,0.99483,0.34819
59523,半国,はんごく,0.860403,0.860403,0.0,0.85-0.90,0.860403,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59524,半成,はんせい,0.860409,0.860409,0.0,0.85-0.90,0.860409,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59525,卜定,ぼくじょう,0.860415,0.860415,0.0,0.85-0.90,0.860415,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.002585,0.99483,0.34819
59526,占居,せんきょ,0.860421,0.860421,0.0,0.85-0.90,0.860421,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59527,占者,せんしゃ,0.860427,0.860427,0.0,0.85-0.90,0.860427,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.00517,0.99483,0.35
59528,印僑,いんきょう,0.860433,0.860433,0.0,0.85-0.90,0.860433,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001292,0.99483,0.34819
59529,印材,いんざい,0.860439,0.860439,0.0,0.85-0.90,0.860439,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.002585,0.99483,0.34819
59530,印環,いんかん,0.860445,0.860445,0.0,0.85-0.90,0.860445,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.002585,0.99483,0.34819
59531,印行,いんこう,0.860451,0.860451,0.0,0.85-0.90,0.860451,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59532,即製,そくせい,0.860457,0.860457,0.0,0.85-0.90,0.860457,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59533,原句,げんく,0.860463,0.860463,0.0,0.85-0.90,0.860463,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59534,去声,きょしょう,0.860469,0.860469,0.0,0.85-0.90,0.860469,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001292,0.99483,0.34819
59535,双乳,そうにゅう,0.860475,0.860475,0.0,0.85-0.90,0.860475,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001292,0.99483,0.34819
59536,取り逸れる,とりはぐれる,0.860481,0.860481,0.0,0.85-0.90,0.860481,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59537,取り運ぶ,とりはこぶ,0.860487,0.860487,0.0,0.85-0.90,0.860487,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59538,叙説,じょせつ,0.860493,0.860493,0.0,0.85-0.90,0.860493,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.002585,0.99483,0.34819
59539,口争い,くちあらそい,0.860499,0.860499,0.0,0.85-0.90,0.860499,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59540,口供,こうきょう,0.860505,0.860505,0.0,0.85-0.90,0.860505,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59541,古俗,こぞく,0.860511,0.860511,0.0,0.85-0.90,0.860511,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001292,0.99483,0.34819
59542,古器,こき,0.860517,0.860517,0.0,0.85-0.90,0.860517,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001292,0.99483,0.34819
59543,古態,こたい,0.860523,0.860523,0.0,0.85-0.90,0.860523,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001292,0.99483,0.34819
59544,古拙,こせつ,0.860529,0.860529,0.0,0.85-0.90,0.860529,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001292,0.99483,0.34819
59545,古画,こが,0.860535,0.860535,0.0,0.85-0.90,0.860535,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001292,0.99483,0.34819
59546,台盤,だいばん,0.860541,0.860541,0.0,0.85-0.90,0.860541,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.002585,0.99483,0.34819
59547,司寇,しこう,0.860547,0.860547,0.0,0.85-0.90,0.860547,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003877,0.99483,0.34819
59548,合営,ごうえい,0.860553,0.860553,0.0,0.85-0.90,0.860553,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59549,吐き戻し,はきもどし,0.860559,0.860559,0.0,0.85-0.90,0.860559,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,1.0,0.0,0.00517,0.99483,0.35
59550,向け替える,むけかえる,0.860566,0.860566,0.0,0.85-0.90,0.860566,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59551,向拝,こうはい,0.860572,0.860572,0.0,0.85-0.90,0.860572,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.00517,0.99483,0.35
59552,君民,くんみん,0.860578,0.860578,0.0,0.85-0.90,0.860578,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.002585,0.99483,0.34819
59553,吸飲,きゅういん,0.860584,0.860584,0.0,0.85-0.90,0.860584,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59554,吹き倒す,ふきたおす,0.86059,0.86059,0.0,0.85-0.90,0.86059,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59555,吹き落とす,ふきおとす,0.860596,0.860596,0.0,0.85-0.90,0.860596,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59556,呉汁,ごじる,0.860602,0.860602,0.0,0.85-0.90,0.860602,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59557,呱々,ここ,0.860608,0.860608,0.0,0.85-0.90,0.860608,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59558,呼び売り,よびうり,0.860614,0.860614,0.0,0.85-0.90,0.860614,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59559,呼び戻し,よびもどし,0.86062,0.86062,0.0,0.85-0.90,0.86062,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59560,命数,めいすう,0.860626,0.860626,0.0,0.85-0.90,0.860626,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001292,0.99483,0.34819
59561,和仏,わふつ,0.860632,0.860632,0.0,0.85-0.90,0.860632,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59562,咬頭,こうとう,0.860638,0.860638,0.0,0.85-0.90,0.860638,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59563,嗅ぎ出す,かぎだす,0.860644,0.860644,0.0,0.85-0.90,0.860644,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59564,嗟嘆,さたん,0.86065,0.86065,0.0,0.85-0.90,0.86065,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59565,噎び泣き,むせびなき,0.860656,0.860656,0.0,0.85-0.90,0.860656,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59566,噛み裂く,かみさく,0.860662,0.860662,0.0,0.85-0.90,0.860662,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59567,回り持ち,まわりもち,0.860668,0.860668,0.0,0.85-0.90,0.860668,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59568,回報,かいほう,0.860674,0.860674,0.0,0.85-0.90,0.860674,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59569,囲い者,かこいもの,0.86068,0.86068,0.0,0.85-0.90,0.86068,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59570,国恩,こくおん,0.860686,0.860686,0.0,0.85-0.90,0.860686,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003877,0.99483,0.34819
59571,国漢,こっかん,0.860692,0.860692,0.0,0.85-0.90,0.860692,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59572,国蝶,こくちょう,0.860698,0.860698,0.0,0.85-0.90,0.860698,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.002585,0.99483,0.34819
59573,土匪,どひ,0.860704,0.860704,0.0,0.85-0.90,0.860704,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003877,0.99483,0.34819
59574,土豚,つちぶた,0.86071,0.86071,0.0,0.85-0.90,0.86071,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,1.0,0.895347,1.0,0.0,0.0,1.0,0.003877,0.99483,0.34819
59575,在室,ざいしつ,0.860716,0.860716,0.0,0.85-0.90,0.860716,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001292,0.99483,0.34819
59576,在席,ざいせき,0.860722,0.860722,0.0,0.85-0.90,0.860722,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001292,0.99483,0.34819
59577,在社,ざいしゃ,0.860728,0.860728,0.0,0.85-0.90,0.860728,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.002585,0.99483,0.34819
59578,地厚,じあつ,0.860734,0.860734,0.0,0.85-0.90,0.860734,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59579,地坪,じつぼ,0.86074,0.86074,0.0,0.85-0.90,0.86074,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001292,0.99483,0.34819
59580,坑儒,こうじゅ,0.860746,0.860746,0.0,0.85-0.90,0.860746,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59581,埋め合わす,うめあわす,0.860752,0.860752,0.0,0.85-0.90,0.860752,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,1.0,0.0,0.00517,0.99483,0.35
59582,基体,きたい,0.860758,0.860758,0.0,0.85-0.90,0.860758,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003877,0.99483,0.34819
59583,堅果,けんか,0.860764,0.860764,0.0,0.85-0.90,0.860764,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.002585,0.99483,0.34819
59584,増車,ぞうしゃ,0.86077,0.86077,0.0,0.85-0.90,0.86077,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59585,墨壺,すみつぼ,0.860776,0.860776,0.0,0.85-0.90,0.860776,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.895347,1.0,0.0,0.0,0.0,0.001292,0.99483,0.34819
59586,壁代,かべしろ,0.860782,0.860782,0.0,0.85-0.90,0.860782,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.812445,1.0,0.0,0.0,0.0,0.001292,0.99483,0.34819
59587,壮者,そうしゃ,0.860788,0.860788,0.0,0.85-0.90,0.860788,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001292,0.99483,0.34819
59588,売りオペ,うりおぺ,0.860794,0.860794,0.0,0.85-0.90,0.860794,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59589,売れ高,うれだか,0.8608,0.8608,0.0,0.85-0.90,0.8608,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59590,売色,ばいしょく,0.860806,0.860806,0.0,0.85-0.90,0.860806,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59591,夏毛,なつげ,0.860812,0.860812,0.0,0.85-0.90,0.860812,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59592,夏羽,なつばね,0.860819,0.860819,0.0,0.85-0.90,0.860819,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59593,外場,がいば,0.860825,0.860825,0.0,0.85-0.90,0.860825,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003877,0.99483,0.34819
59594,外庭,そとにわ,0.860831,0.860831,0.0,0.85-0.90,0.860831,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.696381,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59595,外接,がいせつ,0.860837,0.860837,0.0,0.85-0.90,0.860837,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.003877,0.99483,0.34819
59596,夙,しゅく,0.860843,0.860843,0.0,0.85-0.90,0.860843,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.99483,0.34819
59597,多調,たちょう,0.860849,0.860849,0.0,0.85-0.90,0.860849,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.002585,0.99483,0.34819
59598,夜伽,よとぎ,0.860855,0.860855,0.0,0.85-0.90,0.860855,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.895347,1.0,0.0,1.0,0.0,0.0,0.99483,0.35
59599,大棟,おおむね,0.860861,0.860861,0.0,0.85-0.90,0.860861,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.895347,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59600,大葬,たいそう,0.860867,0.860867,0.0,0.85-0.90,0.860867,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59601,大鷭,おおばん,0.860873,0.860873,0.0,0.85-0.90,0.860873,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.00517,0.99483,0.34819
59602,天父,てんぷ,0.860879,0.860879,0.0,0.85-0.90,0.860879,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59603,天養,てんよう,0.860885,0.860885,0.0,0.85-0.90,0.860885,0.0,,deprioritized_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59604,太保,たいほう,0.860891,0.860891,0.0,0.85-0.90,0.860891,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59605,太刀持ち,たちもち,0.860897,0.860897,0.0,0.85-0.90,0.860897,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59606,奔出,ほんしゅつ,0.860903,0.860903,0.0,0.85-0.90,0.860903,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59607,奔騰,ほんとう,0.860909,0.860909,0.0,0.85-0.90,0.860909,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59608,女巫,じょふ,0.860915,0.860915,0.0,0.85-0.90,0.860915,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59609,女歌舞伎,おんなかぶき,0.860921,0.860921,0.0,0.85-0.90,0.860921,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.895347,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59610,女護が島,にょごがしま,0.860927,0.860927,0.0,0.85-0.90,0.860927,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59611,好き者,すきもの,0.860933,0.860933,0.0,0.85-0.90,0.860933,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.987075,1.0,0.0,1.0,0.0,0.00517,0.99483,0.35
59612,好誼,こうぎ,0.860939,0.860939,0.0,0.85-0.90,0.860939,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59613,好餌,こうじ,0.860945,0.860945,0.0,0.85-0.90,0.860945,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59614,委曲,いきょく,0.860951,0.860951,0.0,0.85-0.90,0.860951,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.002585,0.99483,0.34819
59615,孤愁,こしゅう,0.860957,0.860957,0.0,0.85-0.90,0.860957,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99483,0.34819
59616,学匠,がくしょう,0.860963,0.860963,0.0,0.85-0.90,0.860963,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.002585,0.99483,0.34819
59617,学帽,がくぼう,0.860969,0.860969,0.0,0.85-0.90,0.860969,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.002585,0.99483,0.34819
59618,学振,がくしん,0.860975,0.860975,0.0,0.85-0.90,0.860975,0.0,,deprioritized_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003877,0.99483,0.34819
59619,官服,かんぷく,0.860981,0.860981,0.0,0.85-0.90,0.860981,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59620,定則,ていそく,0.860987,0.860987,0.0,0.85-0.90,0.860987,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001292,0.99483,0.34819
59621,定命,じょうみょう,0.860993,0.860993,0.0,0.85-0.90,0.860993,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001292,0.99483,0.34819
59622,定日,ていじつ,0.860999,0.860999,0.0,0.85-0.90,0.860999,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
59623,宝灯,ほうとう,0.861005,0.861005,0.0,0.85-0.90,0.861005,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001292,0.99483,0.34819
59624,宝瓶,ほうびょう,0.861011,0.861011,0.0,0.85-0.90,0.861011,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00517,0.99483,0.34819
