rank,lemma,reading,score,model_score,correction_delta,band,spalex_rank,candidate_state,pos,pos_bucket,correction_types,display_form,admission_override,topic_stretch_allowed,correction_status,correction_rationale,manual_correction_active,review_flags,translations,wordfreq_zipf,learner_source_known,learner_source_count,cognate_rescue,false_friend_caution,pos_function_risk,pos_other_risk,dict_marked_usage_risk,weak_form_risk,dictionary_sense_count,dictionary_entry_count,dictionary_marked_terms
37994,ababol,,0.902195,0.902195,0.0,0.90-0.95,33963.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",the flower of the red poppy (papaver rhoeas); absent-minded or simple-minded person; simpleton,1.13,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,3,1,
37995,eidético,,0.902235,0.902235,0.0,0.90-0.95,35069.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",eidetic,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.053333,1,1,
37996,preterir,,0.902265,0.902265,0.0,0.90-0.95,34500.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
37997,azotalenguas,,0.902274,0.902274,0.0,0.90-0.95,38043.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.166667,0,0,
37998,invariado,,0.902274,0.902274,0.0,0.90-0.95,40323.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
37999,carrafa,,0.902291,0.902291,0.0,0.90-0.95,33964.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.24,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
38000,behaviorismo,,0.902293,0.902293,0.0,0.90-0.95,34501.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.166667,0,0,
38001,mondejo,,0.9023,0.9023,0.0,0.90-0.95,35691.0,normal_vocab,noun,noun,,,,,,,,"missing_translation,reviewed_label",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
38002,agitable,,0.9023,0.9023,0.0,0.90-0.95,41888.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
38003,fungoso,,0.902331,0.902331,0.0,0.90-0.95,38044.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
38004,topador,,0.902335,0.902335,0.0,0.90-0.95,39093.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
38005,mayorazga,,0.902344,0.902344,0.0,0.90-0.95,38045.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
38006,duz,,0.902348,0.902348,0.0,0.90-0.95,32638.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
38007,posmeridiano,,0.902361,0.902361,0.0,0.90-0.95,40324.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.166667,0,0,
38008,mondonguera,,0.902369,0.902369,0.0,0.90-0.95,38046.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
38009,veril,,0.902371,0.902371,0.0,0.90-0.95,35692.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.24,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
38010,jarrear,,0.902379,0.902379,0.0,0.90-0.95,39094.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
38011,socapa,,0.902389,0.902389,0.0,0.90-0.95,35070.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
38012,escrupulizar,,0.902417,0.902417,0.0,0.90-0.95,38047.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.166667,0,0,
38013,laudemio,,0.902443,0.902443,0.0,0.90-0.95,35071.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
38014,sobrexcitar,,0.902444,0.902444,0.0,0.90-0.95,40325.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
38015,sotechado,,0.90245,0.90245,0.0,0.90-0.95,37162.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
38016,barbechera,,0.902452,0.902452,0.0,0.90-0.95,38048.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
38017,abastar,,0.902465,0.902465,0.0,0.90-0.95,38049.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,marked_usage",to supply; to be enough; to suffice,0.0,0.0,0.0,0.0,0.0,0.65,1.0,1.0,0.0,2,1,"archaic,dialectal"
38018,metalista,,0.902465,0.902465,0.0,0.90-0.95,40326.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
38019,dextro,,0.902468,0.902468,0.0,0.90-0.95,35693.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.65,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
38020,logogrifo,,0.902473,0.902473,0.0,0.90-0.95,34502.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
38021,nictitante,,0.902475,0.902475,0.0,0.90-0.95,33057.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.05,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
38022,recostadero,,0.902485,0.902485,0.0,0.90-0.95,40327.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
38023,traslapo,,0.902503,0.902503,0.0,0.90-0.95,35694.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
38024,enristrar,,0.902514,0.902514,0.0,0.90-0.95,37163.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
38025,pulsear,,0.902517,0.902517,0.0,0.90-0.95,39095.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.07,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
38026,clórico,,0.902518,0.902518,0.0,0.90-0.95,39096.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.02,0,0,
38027,obstar,,0.902537,0.902537,0.0,0.90-0.95,36413.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",to hinder,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,1,1,
38028,camarico,,0.902548,0.902548,0.0,0.90-0.95,33058.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.2,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
38029,moradura,,0.902558,0.902558,0.0,0.90-0.95,39097.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
38030,monogenismo,,0.902561,0.902561,0.0,0.90-0.95,38050.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
38031,fumigadora,,0.902566,0.902566,0.0,0.90-0.95,41889.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.34,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
38032,cimbrear,,0.902577,0.902577,0.0,0.90-0.95,39098.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
38033,simplicista,,0.902578,0.902578,0.0,0.90-0.95,40328.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
38034,ballico,,0.902586,0.902586,0.0,0.90-0.95,33489.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
38035,metimiento,,0.902635,0.902635,0.0,0.90-0.95,35695.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
38036,timbirimba,,0.902639,0.902639,0.0,0.90-0.95,33490.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
38037,ungular,,0.902642,0.902642,0.0,0.90-0.95,36414.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
38038,envolvedor,,0.902646,0.902646,0.0,0.90-0.95,40329.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
38039,epicedio,,0.902674,0.902674,0.0,0.90-0.95,33965.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
38040,curco,,0.902686,0.902686,0.0,0.90-0.95,34503.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.28,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
38041,muletón,,0.902704,0.902704,0.0,0.90-0.95,40330.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.19,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.02,0,0,
38042,ramonear,,0.902732,0.902732,0.0,0.90-0.95,37164.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.08,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
38043,encimero,,0.902738,0.902738,0.0,0.90-0.95,39099.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
38044,motorismo,,0.902765,0.902765,0.0,0.90-0.95,40331.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
38045,embarullador,,0.902766,0.902766,0.0,0.90-0.95,40332.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.166667,0,0,
38046,sofrenada,,0.902804,0.902804,0.0,0.90-0.95,36415.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
38047,pringar,,0.902835,0.902835,0.0,0.90-0.95,40333.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.68,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
38048,malcasado,,0.90285,0.90285,0.0,0.90-0.95,39100.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
38049,tegumentario,,0.902854,0.902854,0.0,0.90-0.95,35696.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.16,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.166667,0,0,
38050,endosatario,,0.902865,0.902865,0.0,0.90-0.95,36416.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.63,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
38051,tupir,,0.902874,0.902874,0.0,0.90-0.95,40334.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
38052,cucharear,,0.902878,0.902878,0.0,0.90-0.95,40335.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.58,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
38053,aguapié,,0.902881,0.902881,0.0,0.90-0.95,37165.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.02,0,0,
38054,subcolector,,0.902883,0.902883,0.0,0.90-0.95,40336.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
38055,impregnable,,0.902886,0.902886,0.0,0.90-0.95,41890.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
38056,limero,,0.902888,0.902888,0.0,0.90-0.95,38051.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
38057,trabanco,,0.902889,0.902889,0.0,0.90-0.95,34504.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.23,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
38058,precarista,,0.902902,0.902902,0.0,0.90-0.95,39101.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
38059,epitelioma,,0.902909,0.902909,0.0,0.90-0.95,38052.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
38060,embarrador,,0.902916,0.902916,0.0,0.90-0.95,40337.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
38061,hipocentauro,,0.902921,0.902921,0.0,0.90-0.95,37166.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.166667,0,0,
38062,dividivi,,0.902955,0.902955,0.0,0.90-0.95,33491.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.09,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
38063,sornar,,0.90299,0.90299,0.0,0.90-0.95,36417.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
38064,entreventana,,0.902992,0.902992,0.0,0.90-0.95,40338.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.166667,0,0,
38065,farináceo,,0.902993,0.902993,0.0,0.90-0.95,38053.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.086667,0,0,
38066,hilacho,,0.902996,0.902996,0.0,0.90-0.95,40339.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
38067,chichería,,0.903005,0.903005,0.0,0.90-0.95,37167.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.086667,0,0,
38068,varetazo,,0.903016,0.903016,0.0,0.90-0.95,37168.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
38069,reimportar,,0.903016,0.903016,0.0,0.90-0.95,40340.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
38070,descuidero,,0.903035,0.903035,0.0,0.90-0.95,37169.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
38071,pigargo,,0.903085,0.903085,0.0,0.90-0.95,33059.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.1,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
38072,aforro,,0.903095,0.903095,0.0,0.90-0.95,34505.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
38073,cuarterada,,0.903098,0.903098,0.0,0.90-0.95,37170.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
38074,cabezonada,,0.903102,0.903102,0.0,0.90-0.95,40341.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
38075,cuadrumano,,0.903111,0.903111,0.0,0.90-0.95,35697.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
38076,tabaquista,,0.903124,0.903124,0.0,0.90-0.95,40342.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
38077,margoso,,0.903128,0.903128,0.0,0.90-0.95,35072.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.6,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
38078,neuroglia,,0.903133,0.903133,0.0,0.90-0.95,36418.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",neuroglia,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,1,1,
38079,terciopelado,,0.903148,0.903148,0.0,0.90-0.95,40343.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.166667,0,0,
38080,vareo,,0.903168,0.903168,0.0,0.90-0.95,38054.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.11,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
38081,bignonia,,0.903182,0.903182,0.0,0.90-0.95,33966.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.14,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
38082,crudelísimo,,0.903187,0.903187,0.0,0.90-0.95,37171.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.153333,0,0,
38083,caseoso,,0.903191,0.903191,0.0,0.90-0.95,33492.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.17,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
38084,protutor,,0.903195,0.903195,0.0,0.90-0.95,35698.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
38085,utrerano,,0.903195,0.903195,0.0,0.90-0.95,37172.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.25,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
38086,desatacar,,0.903201,0.903201,0.0,0.90-0.95,39102.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
38087,herrezuelo,,0.903212,0.903212,0.0,0.90-0.95,36419.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
38088,engolfar,,0.903222,0.903222,0.0,0.90-0.95,38055.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
38089,enartrosis,,0.903227,0.903227,0.0,0.90-0.95,35699.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
38090,pandillaje,,0.90323,0.90323,0.0,0.90-0.95,40344.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.29,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
38091,zocato,,0.903243,0.903243,0.0,0.90-0.95,35700.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
38092,envergar,,0.903253,0.903253,0.0,0.90-0.95,39103.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
38093,selénico,,0.903264,0.903264,0.0,0.90-0.95,40345.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.053333,0,0,
38094,fregamiento,,0.903269,0.903269,0.0,0.90-0.95,39104.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
38095,nectáreo,,0.903272,0.903272,0.0,0.90-0.95,39105.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.053333,0,0,
38096,plaqué,,0.903281,0.903281,0.0,0.90-0.95,37173.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.22,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.02,0,0,
38097,visorio,,0.903289,0.903289,0.0,0.90-0.95,37174.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
38098,amalgamador,,0.903297,0.903297,0.0,0.90-0.95,40346.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
38099,truhanesco,,0.903304,0.903304,0.0,0.90-0.95,37175.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
38100,ñaña,,0.90332,0.90332,0.0,0.90-0.95,35073.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.81,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.03,0,0,
38101,asechar,,0.903321,0.903321,0.0,0.90-0.95,38056.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar","to trick, to lure, to set a trap on",0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,1,1,
38102,enarcar,,0.903343,0.903343,0.0,0.90-0.95,36420.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
38103,acicular,,0.903349,0.903349,0.0,0.90-0.95,35701.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",acicular,1.27,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,1,1,
38104,bastanteo,,0.903354,0.903354,0.0,0.90-0.95,35702.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
38105,maridar,,0.903361,0.903361,0.0,0.90-0.95,39106.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,marked_usage","to pair, to combine (in foodpairing); to marry",1.43,0.0,0.0,0.0,0.0,0.65,1.0,1.0,0.0,2,1,rare
38106,huertero,,0.903368,0.903368,0.0,0.90-0.95,39107.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
38107,enchapar,,0.903407,0.903407,0.0,0.90-0.95,40347.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
38108,desabrigar,,0.903408,0.903408,0.0,0.90-0.95,41891.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
38109,embuchada,,0.903409,0.903409,0.0,0.90-0.95,40348.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
38110,chuzazo,,0.903411,0.903411,0.0,0.90-0.95,36421.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
